"ID","obs","exp"
"02026",0,3.0662767951606
"02027",1,1.81019733033027
"02028",0,0.789453395923896
"02029",8,8.38063016532864
"02030",12,10.1144995552848
"02031",4,2.71151244434949
"02032",3,1.38928283184881
"02033",4,6.49554129790583
"02034",3,4.72935930774823
"02035",8,4.65873358209225
"02036",0,0.4915296361629
"02037",43,55.5163138710199
"02038",1,1.0019696673028
"02039",4,4.01991506362586
"02040",0,2.11495968931742
"02041",0,2.08838658552932
"02042",3,3.89651215405152
"02043",2,4.96859280193509
"02044",2,4.68034710921913
"02045",10,11.3150897382948
"02046",1,3.55733839404776
"02047",0,0.675395583516832
"02048",4,5.33918735043168
"02049",2,4.80145789141879
"02050",1,0.658547427013498
"02051",7,6.57146922834986
"02052",2,1.64958746570087
"02053",8,10.2624620590249
"02054",3,1.27819462147959
"02055",4,6.0350457032627
"02056",9,6.62755039514521
"02057",8,6.15087138036794
"02058",1,1.89078383795352
"02059",2,1.52366637962684
"02060",2,4.65003055987047
"02061",1,3.4189834401772
"02062",0,1.954205713866
"02063",3,6.68790965665403
"02064",2,1.8102182648794
"02065",2,2.05763402594979
"02066",1,1.33361918536876
"02067",1,3.88105471101417
"02068",2,1.35413378111631
"02069",31,29.9871052497968
"02070",2,2.44714638576807
"02071",0,3.39894972035773
"02072",5,5.66543015870652
"02073",16,15.6864024280825
"02074",15,20.7380371188314
"02075",4,5.51799097128683
"02076",0,1.64716560715049
"02077",3,0.385151129583775
"02078",4,3.87609057221465
"02079",13,10.3802971710009
"02080",4,2.70690036643218
"02081",35,45.9812895918524
"02082",1,0.624739370422387
"02083",0,1.17680009244935
"02084",2,1.48859346497924
"02085",0,1.54654607414563
"02086",13,14.4480485396618
"03001",3,2.27896136670576
"03002",9,9.84335401703139
"03003",0,1.58343210813082
"03004",1,2.25396710431945
"03005",25,21.5999693237522
"03006",5,5.34910273287814
"03007",0,0.636689991356999
"03008",0,0.820362938859612
"03009",124,117.109863285672
"03010",0,1.0577698100934
"03011",44,55.7472483720691
"03012",12,11.3228558595049
"03013",2,4.30710805989568
"03014",511,573.182995329168
"03015",32,39.3234942166403
"03016",0,0.484144379371497
"03017",3,1.11297519861435
"03018",32,49.6182687432363
"03019",32,34.933850940746
"03020",0,0.525606844912483
"03021",11,13.8010820011211
"03022",0,0.777869588591447
"03023",2,4.84847637621348
"03024",9,10.7213591797812
"03025",3,3.45520285335323
"03026",0,3.59258772077311
"03027",2,0.798352457482655
"03028",1,3.94162262587015
"03029",1,2.11326506080146
"03030",2,3.72176417000639
"03031",113,140.241954852958
"03032",0,0.32274156077635
"03033",2,0.658104747136504
"03034",11,9.94533665360915
"03035",2,2.68962828554293
"03036",0,0.206257003573616
"03037",0,1.35925190052435
"03038",3,1.30819382715345
"03039",1,0.411783697070273
"03040",2,1.245382106328
"03041",37,39.0214847184061
"03042",13,16.6082502182829
"03043",5,7.95583346789042
"03044",10,10.2663450781697
"03045",0,1.64217061182369
"03046",8,6.70457258240208
"03047",46,91.7600373859173
"03048",10,15.1746502820152
"03049",29,29.5919195777359
"03050",56,51.9737797173734
"03051",3,1.13260758718677
"03052",1,3.08132562989251
"03053",17,19.3397626968597
"03054",3,1.81259786952976
"03055",12,14.9349801817516
"03056",22,23.5908807284479
"03057",0,1.20156949404302
"03058",16,11.493840951667
"03059",51,46.0662058070825
"03060",0,0.461284609672039
"03061",6,4.12414264890236
"03062",2,2.01325999058799
"03063",66,80.0381592182025
"03064",10,13.9756130574233
"03065",356,353.528613620024
"03066",113,101.141247394975
"03067",0,0.379602763831547
"03068",0,0.248341356591616
"03069",2,10.8208368806529
"03070",8,7.89142658313484
"03071",6,12.4536228283323
"03072",3,1.10117858303441
"03073",4,0.795399102575818
"03074",5,4.51162342396328
"03075",2,0.671961789176099
"03076",27,38.2002335309121
"03077",5,8.08708129879292
"03078",6,4.02566566122173
"03079",38,40.0709748394892
"03080",3,4.29574214310111
"03081",6,8.01081250050614
"03082",65,86.3742305927848
"03083",11,16.2147387296568
"03084",1,2.28020682483086
"03085",5,3.38411848332416
"03086",0,0.536459722714111
"03088",15,12.7923456915811
"03089",31,27.1117124023485
"03090",28,31.6914347245677
"03091",2,2.26343237204812
"03092",12,15.5004364663531
"03093",41,45.640961418214
"03094",24,38.8868902044125
"03095",12,10.985361770124
"03096",13,14.0293624748889
"03097",8,8.82056469106197
"03098",1,2.12404114644729
"03099",147,194.887174175608
"03100",6,3.47045667315256
"03101",10,17.1225214607999
"03102",24,28.832427211764
"03103",5,1.25945219151732
"03104",49,51.8832732800774
"03105",17,15.5750369499737
"03106",2,2.59865784926119
"03107",9,7.99881291791547
"03109",6,5.64214478467444
"03110",3,2.21862424368978
"03111",14,11.5359860807183
"03112",4,3.50860327280047
"03113",32,66.9229266756268
"03114",4,6.76918923735887
"03115",0,1.56495195849224
"03116",0,3.70749359690925
"03117",1,2.00998710528864
"03118",29,40.9864566707665
"03119",41,35.194230371286
"03120",9,21.7346036128741
"03121",45,60.6328646304485
"03122",60,71.6756927018867
"03123",16,17.9452402478482
"03124",5,2.12845011774661
"03125",1,1.71835972254773
"03127",3,2.59626924261319
"03128",35,45.2247373876674
"03129",5,4.27706032949792
"03130",0,0.328995088696484
"03131",1,1.42355954046532
"03132",2,2.30966808319115
"03133",171,236.958487673588
"03134",3,0.905746104917165
"03135",1,1.09603482593545
"03136",1,2.28956564755392
"03137",5,3.48981544749906
"03138",8,9.21985047608299
"03139",51,55.5917613022221
"03140",64,61.878530069814
"03901",7,11.6740806758116
"03902",37,48.2292091382705
"04001",6,4.25122558137974
"04002",4,3.8037123358754
"04003",26,33.4082745626008
"04004",1,2.63168127312005
"04005",2,2.2310903861242
"04006",14,23.1426126215865
"04007",1,2.60122369966463
"04008",5,2.1884357638654
"04009",0,0.466012730057254
"04010",0,1.29655631091393
"04011",6,7.34174274529081
"04012",0,0.677566243155385
"04013",283,279.309941709626
"04014",0,0.540452740086327
"04015",1,0.51784138380005
"04016",6,6.24998873093043
"04017",12,14.9615448492467
"04018",1,1.01004606492285
"04019",5,1.07485462165253
"04020",2,1.13930837045784
"04021",2,0.992822126937554
"04022",0,3.25994739023135
"04023",0,0.633693930076495
"04024",5,5.31576907823695
"04026",0,0.451948743267627
"04027",0,1.02397660280344
"04028",2,0.816460215969266
"04029",20,22.2464041648638
"04030",3,4.70949337762485
"04031",10,10.874728471563
"04032",6,10.651410124237
"04033",0,0.567704020852196
"04034",1,0.689674799738296
"04035",10,20.5640184248413
"04036",0,0.88767992796532
"04037",6,6.3272437641848
"04038",9,7.25282324824025
"04041",1,1.22591802926176
"04043",1,1.61800389878125
"04044",3,3.48254021586985
"04045",3,6.280565568167
"04046",1,2.76211879314977
"04047",3,5.24870641272327
"04048",5,9.3814989956938
"04049",12,10.3054982954422
"04050",1,3.12694571773887
"04051",2,1.48979837396959
"04052",16,10.4302909006545
"04053",44,32.4210397302837
"04054",0,1.29963769488469
"04055",1,1.56024864564763
"04056",0,0.435879969074742
"04057",1,4.014375015111
"04058",1,1.24981872623277
"04059",7,6.21579305351177
"04060",2,2.06999690863467
"04061",4,2.48889382335044
"04062",7,9.55384214447171
"04063",8,4.53994199820545
"04064",16,18.8689503399561
"04065",0,1.81847381759499
"04066",28,31.7033592332972
"04067",2,2.39059839099901
"04068",1,0.775977006135922
"04069",8,10.5859721659853
"04070",11,8.53683030551771
"04071",1,1.88000993857199
"04072",1,2.79962935181167
"04073",2,1.51009960759603
"04074",2,5.37599511733744
"04075",13,12.9899396911561
"04076",4,3.63322477294075
"04077",0,1.19581399961507
"04078",3,2.25170807732211
"04079",80,73.9124582109534
"04080",0,0.858270915875103
"04081",0,1.41290940494469
"04082",1,1.2001830686513
"04083",6,7.30632272077299
"04084",0,1.28463883914207
"04085",1,1.59470010862787
"04086",4,7.28512750244589
"04087",1,0.728281959621802
"04088",12,7.50071906185315
"04089",2,3.57440095438617
"04090",1,1.23667646284279
"04091",0,1.41955336934999
"04092",10,7.56110578741383
"04093",6,8.50964804713578
"04094",2,0.726030035001453
"04095",3,2.78616502171536
"04096",0,1.01479218865016
"04097",2,1.18278234673855
"04098",6,6.93213103551853
"04099",16,18.2278446372497
"04100",10,17.7699116205893
"04101",4,5.88179043403981
"04102",27,21.5519316316759
"04103",12,8.0556192969887
"04901",1,2.59090559006572
"04902",89,75.8370985773489
"04903",8,8.01931647144452
"05001",0,0.935540442677467
"05002",7,5.77516965632382
"05005",1,0.821927602738234
"05007",0,0.807079107482729
"05008",1,0.888802930313712
"05010",0,1.08411238697896
"05012",0,1.0275777408716
"05013",2,3.81339876282309
"05014",14,17.7998042219051
"05015",0,0.810975938366258
"05016",14,13.8815258759668
"05017",0,0.545636387317743
"05018",0,0.084544260392855
"05019",89,106.063628668413
"05021",3,6.96501484820884
"05022",5,7.05104612678659
"05023",1,0.916843680715668
"05024",2,1.81586496856937
"05025",1,0.902850638221723
"05026",2,1.15086465617983
"05027",1,1.3872804698496
"05029",0,0.826494698892687
"05030",1,0.212166246057115
"05033",0,0.841048076036083
"05034",1,0.0715906871048518
"05035",0,0.552284013678719
"05036",1,0.801867931863382
"05037",2,2.59236167660202
"05038",0,0.785318095985752
"05039",2,0.371269097813226
"05040",0,0.598641714142247
"05041",8,4.59335974892842
"05042",1,0.803480895852194
"05043",0,0.479221221065123
"05044",2,2.09610990590454
"05045",1,0.47224901560146
"05046",0,0.22835478812776
"05047",14,14.9674589986081
"05048",0,0.731105732229381
"05049",0,2.05592758809134
"05051",1,1.08564612880553
"05052",1,0.693781983873938
"05053",0,0.750488919317584
"05054",5,5.24365036899308
"05055",0,3.27152001044924
"05056",1,0.550963842205943
"05057",12,10.8689894833663
"05058",2,0.425582468064977
"05059",1,0.711939570213928
"05060",0,0.790740039013827
"05061",0,0.640583680048233
"05062",1,1.10442141252627
"05063",0,0.457588770412145
"05064",1,0.488597052738922
"05065",0,2.00867802857271
"05066",4,2.0726411870036
"05067",2,0.528343965428668
"05069",1,0.465501540506628
"05070",0,0.268315656461274
"05072",0,0.405853050352358
"05073",0,1.74717541543689
"05074",3,2.95637760645135
"05075",1,0.51673686214703
"05076",0,1.5400277044631
"05077",0,0.878467992001835
"05078",0,0.437743507379516
"05079",0,0.497177231218791
"05080",0,0.708947004354572
"05081",2,0.401975706022095
"05082",4,2.90772943257144
"05083",1,0.70596337750439
"05084",1,0.781589747463426
"05085",0,0.225770460088943
"05086",0,0.47203764999093
"05087",0,0.547808312679474
"05088",1,0.328439015367567
"05089",3,2.13585220105921
"05090",1,0.45245507731926
"05092",1,0.823482887523723
"05093",0,1.45019540204531
"05094",0,0.900121473059413
"05095",2,1.4573833509384
"05096",0,0.370583094135543
"05097",3,2.99995884091442
"05099",5,2.49114189446773
"05100",4,1.72340114505144
"05101",3,1.58380360527661
"05102",6,6.21338065691254
"05103",0,0.63887818068362
"05104",0,0.226487238738665
"05105",2,1.35234383780271
"05106",2,0.304017506235377
"05107",1,0.637150560137044
"05108",0,0.655682375472419
"05109",2,1.46541717729726
"05110",3,2.89193944397823
"05112",0,0.849139802280276
"05113",1,0.629405719294988
"05114",2,5.34253090047672
"05115",2,2.66421952315166
"05116",2,1.00633995944247
"05117",0,0.734478026670566
"05118",2,0.627977697501304
"05119",1,0.484601536699692
"05120",0,0.200719759129057
"05121",1,0.750038461135821
"05122",1,1.09501976241376
"05123",0,0.367478669772192
"05124",1,1.0966667716034
"05125",0,0.229372426553786
"05126",0,0.440534743668669
"05127",7,3.66659884255845
"05128",3,1.38915736428599
"05129",0,1.2256689653421
"05130",0,0.5309480452193
"05131",0,0.670379275229579
"05132",3,5.15345050966948
"05133",0,0.415565765317408
"05134",0,0.161445380650101
"05135",2,1.82490608203431
"05136",1,0.733219421654256
"05138",2,1.44987250123969
"05139",0,0.459144957470417
"05140",1,0.318961829215337
"05141",0,0.466056965954153
"05142",0,0.427035879412739
"05143",0,0.601420262836528
"05144",0,0.545830181781082
"05145",0,0.282268592805196
"05147",2,0.848850248200544
"05148",0,0.284527583154451
"05149",0,0.741541850101885
"05151",0,0.612764393705181
"05152",2,2.83579889460513
"05153",0,0.867368178308007
"05154",0,0.27739519916338
"05155",1,0.45924362224685
"05156",0,0.841863027967685
"05157",2,1.39928329252281
"05158",0,2.71663151303501
"05159",0,2.11676913329087
"05160",2,2.29761427277942
"05161",1,2.29526842610223
"05162",0,0.610787380325531
"05163",5,6.78021936662401
"05164",0,0.285756959425599
"05165",2,1.38017343506696
"05166",1,1.41227327826823
"05167",3,1.41276808661994
"05168",4,9.83683202237976
"05169",0,2.74814363343048
"05170",0,0.452462180243706
"05171",1,0.576060256506366
"05172",0,1.0918974702137
"05173",0,0.220362070626995
"05174",1,0.446300499012021
"05175",0,1.21372354849163
"05176",2,1.07695720976074
"05177",1,0.80893009549264
"05178",1,1.89996810829059
"05179",1,1.19391591590039
"05180",1,0.664634887657723
"05181",0,0.23761217174236
"05182",3,5.17481158810916
"05183",0,0.790542722174355
"05184",0,1.40296228633588
"05185",0,0.485034609597711
"05186",2,6.22193241273661
"05187",7,5.82414902152303
"05188",0,0.734982188161591
"05189",3,2.46825872486441
"05190",0,0.289526969140001
"05191",1,0.777766231149601
"05192",0,0.751292679573823
"05193",1,1.31178244604827
"05194",0,0.645823318851507
"05195",1,1.39275998360997
"05196",0,0.245211153222341
"05197",0,0.430370527324299
"05198",0,0.476797922570712
"05199",0,0.37494963879165
"05200",0,0.470271888017874
"05201",4,2.37037597094983
"05204",2,2.45708651872934
"05205",0,0.402007216845513
"05206",0,0.0558826084256086
"05207",4,3.92705237809704
"05208",0,0.290856505658597
"05209",1,0.769905837050209
"05210",1,0.761777944747582
"05211",2,2.24987200419762
"05212",0,1.4559425094873
"05213",1,1.02140641269603
"05214",0,0.383409505343602
"05215",1,1.16634786391404
"05216",0,1.0131570409922
"05217",0,0.370688276299547
"05218",3,1.16936611757744
"05219",0,0.243086448948831
"05220",1,1.39357336619619
"05221",1,1.85030191882209
"05222",1,0.899314295640261
"05224",0,0.514466529523785
"05225",1,2.06007143274329
"05226",0,0.703131386037735
"05227",0,1.20686879802369
"05228",1,1.43098919653982
"05229",0,0.306543104742298
"05230",0,0.450106628290834
"05231",1,0.707802200729889
"05232",1,0.579865024715703
"05233",1,1.3659758877958
"05234",1,0.264079488419787
"05235",2,0.574958286114311
"05236",0,1.11644786799866
"05237",2,1.33910366687291
"05238",6,3.75359280265059
"05239",0,1.09031187179264
"05240",8,10.0548408116178
"05241",10,10.4538234737131
"05242",1,1.60604623243747
"05243",1,0.583481557255099
"05244",0,0.651312961531142
"05245",3,1.11359277655049
"05246",0,0.899639545450573
"05247",0,2.16133959956448
"05249",0,0.578115144628034
"05251",1,0.752338490062831
"05252",0,0.353397824135638
"05253",1,0.516261132774108
"05254",1,0.845973668640578
"05256",1,0.705781118345763
"05257",0,0.712366531967234
"05258",0,0.450749667635735
"05259",1,0.42283366052275
"05260",2,0.707821327442313
"05261",0,0.479924560365729
"05262",2,1.86350466042137
"05263",0,1.15878837766391
"05264",0,0.325156085180491
"05265",0,0.438879398163625
"05266",1,0.610377353183253
"05267",0,0.576486066360166
"05901",3,1.6821659987878
"05902",3,1.41063143684162
"05903",1,1.54674673936802
"05904",0,0.913855874069038
"06001",2,2.11334949387003
"06002",13,11.3842166575255
"06003",0,3.62002791495988
"06004",5,4.62350284589012
"06005",1,3.73956832839658
"06006",21,14.6310159654275
"06007",6,4.45459538652858
"06008",1,1.88633921199554
"06009",0,0.670660784740473
"06010",4,3.40839961203036
"06011",51,50.2869066131557
"06012",9,7.48538030763543
"06013",1,0.945636544418937
"06014",22,21.1797655257619
"06015",250,222.741366353048
"06016",8,9.16658775867756
"06017",0,1.29266662579868
"06018",6,3.53077629703377
"06019",5,6.33428862492887
"06020",4,6.43518368664563
"06021",2,3.15355485137681
"06022",9,7.70480761328027
"06023",21,15.8284656482391
"06024",2,4.3290900771128
"06025",9,10.875283058894
"06026",3,2.4418522641175
"06027",3,2.27168003774125
"06028",13,14.2103561090881
"06029",2,3.50401501866231
"06030",1,0.844202573256977
"06031",2,1.45135002072229
"06032",1,0.260861157576431
"06033",5,5.06036772872167
"06034",1,0.759238708123058
"06035",8,4.9314648093647
"06036",27,15.9631840578306
"06037",8,7.71898098762049
"06038",3,2.75295664921317
"06039",6,4.6475063418691
"06040",3,2.52448892480243
"06041",4,1.4916872565476
"06042",3,2.70936365444723
"06043",4,1.79127380145427
"06044",66,56.4114449680647
"06045",0,1.57804310166351
"06046",6,3.76132665087863
"06047",4,3.17880306117719
"06048",6,3.087873637267
"06049",7,4.01282326722928
"06050",14,12.6774557155978
"06051",6,6.38201009032847
"06052",10,10.6574852457239
"06053",4,2.22863185925329
"06054",18,14.4610499574384
"06055",7,6.69100139627668
"06056",1,1.64071468122197
"06057",6,3.5661702300131
"06058",8,5.13980750955646
"06059",6,7.60041027389041
"06060",12,15.339226676508
"06061",4,3.30294492558416
"06062",4,2.36410700096562
"06063",4,10.0428571533278
"06064",4,2.81626158861827
"06065",4,1.16299476972621
"06066",5,6.18144109341922
"06067",8,6.44382328267021
"06068",2,1.69732787946602
"06069",10,9.40372573447065
"06070",22,18.1468611024975
"06071",2,0.945933730538618
"06072",4,5.43863772590546
"06073",3,2.50761900162049
"06074",14,10.5844914673906
"06075",4,2.6029660936302
"06076",0,2.79765255656603
"06077",1,1.55027781389889
"06078",2,1.6332962242128
"06079",0,1.49784917492343
"06080",5,4.87694172266782
"06081",1,4.41815237867297
"06082",0,0.973003475058321
"06083",83,84.6095945245915
"06084",3,3.30069130512896
"06085",3,9.10397017194507
"06086",4,4.77224238686846
"06087",5,8.49145825837659
"06088",20,28.3257519335929
"06089",1,1.6315806537983
"06090",5,2.93142107922068
"06091",10,11.0211162005311
"06092",3,1.49473799587981
"06093",12,15.5200771450524
"06094",5,4.57683292527197
"06095",20,21.1123277253754
"06096",1,1.14014062270875
"06097",7,8.82814635923942
"06098",0,1.30600350040721
"06099",4,2.73556453083981
"06100",6,5.01225170163539
"06101",2,1.78851641568284
"06102",6,4.16335021264913
"06103",9,11.3034724192015
"06104",2,2.20472207817473
"06105",2,2.72640818206378
"06106",3,1.13983579095047
"06107",5,4.22783979925376
"06108",6,6.01384196718549
"06109",12,10.6312909456165
"06110",0,0.781998784249387
"06111",2,1.06142078985666
"06112",1,1.36108084829378
"06113",2,7.38197222368426
"06114",3,0.707695225828371
"06115",2,3.37459321807585
"06116",9,5.42855816716496
"06117",2,3.8713916634861
"06118",1,0.938894325704943
"06119",1,1.71371434152521
"06120",11,8.20643142839875
"06121",8,8.30795563067513
"06122",16,16.8580403154994
"06123",20,14.1240579269881
"06124",5,5.96185319279847
"06125",5,7.95031236077693
"06126",3,5.28857480404178
"06127",7,9.8314075236265
"06128",9,10.8443749959886
"06129",1,2.11540020992695
"06130",1,0.897181897844334
"06131",1,2.91651432790518
"06132",1,2.08349623211128
"06133",3,3.94489034276178
"06134",4,2.00558007991803
"06135",4,2.51926233612375
"06136",4,4.5852681098409
"06137",3,2.89696383732799
"06138",4,2.78838821601292
"06139",2,2.11005449775816
"06140",3,2.14276707117846
"06141",5,7.18494926045219
"06142",1,1.00307567683037
"06143",2,7.3636812735115
"06144",2,2.25067641051035
"06145",6,2.4808002822179
"06146",3,4.74407558393058
"06147",1,1.61801355607718
"06148",4,3.27513795889702
"06149",40,25.24107751784
"06150",2,2.84528418150311
"06151",2,3.43021789817172
"06152",3,3.37112708212083
"06153",55,46.2804534948699
"06154",10,7.25622801539983
"06155",4,5.30774945682242
"06156",3,3.25535372296947
"06157",2,2.14484114556098
"06158",24,26.2327419297651
"06159",13,5.67228647604917
"06160",13,10.2111112993657
"06161",1,1.70650039800162
"06162",10,8.03422029190817
"08001",22,14.9748134719544
"08002",0,0.858542850176734
"08003",17,16.3353344523413
"08004",2,0.781995815375033
"08005",11,11.6735032505337
"08006",31,29.6091971686127
"08007",19,13.9013577413832
"08008",1,0.567971527595946
"08009",27,19.6063851303311
"08010",12,10.7356385162383
"08011",5,5.3647800463618
"08012",6,5.29782486384372
"08013",3,3.59697290574697
"08014",7,5.33856739797495
"08015",390,363.852442567419
"08016",5,6.27626111872883
"08017",2,5.94014400483366
"08018",4,7.57824778247999
"08019",3446,3380.63012954679
"08020",11,8.01225214498474
"08021",1,0.381535490784967
"08022",37,38.6965082608025
"08023",18,11.6562312735076
"08024",0,1.39553097918459
"08025",2,2.96058961854344
"08026",0,0.500014442176167
"08027",2,1.54794027374972
"08028",1,2.06161864965829
"08029",9,7.55305071088822
"08030",11,9.65679481097562
"08031",7,7.29230693101596
"08032",2,5.25276157191789
"08033",18,29.0409999426307
"08034",2,2.05362085788317
"08035",33,33.0817295416608
"08036",0,0.78134827074693
"08037",6,4.07763437744521
"08038",6,3.47103765379881
"08039",0,0.665999980647668
"08040",25,26.4187455718866
"08041",16,23.3208254170198
"08042",7,4.73424273952739
"08043",7,5.4932160993088
"08044",14,11.3434754751181
"08045",0,0.167766180390893
"08046",24,24.5698165753125
"08047",18,13.6163222653326
"08048",1,2.12243605574786
"08049",8,4.8360298418267
"08050",0,0.459923958088004
"08051",31,34.2642727795496
"08052",2,0.456412650551813
"08053",0,7.35941232764671
"08054",15,15.5474132866241
"08055",2,1.13306564904035
"08056",75,79.9154236651268
"08057",0,0.17999263668286
"08058",6,4.54364389162169
"08059",0,1.07096139758682
"08060",0,0.55358668168589
"08061",5,3.35200577602884
"08062",5,1.50131636364876
"08063",0,0.957744194573082
"08064",7,5.65182904878572
"08065",2,3.72427743425625
"08066",1,2.79264353943526
"08067",13,13.9433831874697
"08068",19,16.8703218914663
"08069",6,5.32359472925347
"08070",2,0.749968105744982
"08071",0,0.833280140283813
"08072",20,18.9364312413829
"08073",134,159.274842091753
"08074",22,21.3503798358693
"08075",8,6.50279860269372
"08076",32,33.1111900346273
"08077",84,89.4680293239463
"08078",0,1.03284301106801
"08079",1,1.22187490311055
"08080",0,0.21081439916526
"08081",1,0.934184465124662
"08082",2,2.55544635716048
"08083",3,3.68526991013387
"08084",1,2.69111141276775
"08085",4,4.0699362393899
"08086",24,25.1391112103189
"08087",0,0.396776412506042
"08088",24,24.1663318794358
"08089",81,73.7487658445444
"08090",0,0.356341967354274
"08091",14,10.7380961575215
"08092",18,13.4584700647656
"08093",0,0.0863070994708038
"08094",4,3.50047226975225
"08095",0,0.286000972304749
"08096",96,97.9100553917039
"08097",2,2.00468722640373
"08098",3,5.16853255545151
"08099",4,3.81404907403537
"08100",4,4.33843016200717
"08101",519,494.333396623035
"08102",78,72.9938213507968
"08103",2,1.40447472525779
"08104",1,2.56920560661881
"08105",14,21.7610899595386
"08106",14,14.8316535067788
"08107",17,21.7970369046306
"08108",9,10.8752577288087
"08109",0,0.605452646582696
"08110",41,33.9985236190256
"08111",1,0.518814030623356
"08112",36,36.7316137891123
"08113",128,152.118564067506
"08114",36,42.4988918644134
"08115",9,9.54683829695081
"08116",4,1.58395706326184
"08117",5,5.43345086406019
"08118",48,38.2387958399882
"08119",15,11.3866582130615
"08120",8,13.1562113691451
"08121",190,201.575453334532
"08122",4,5.35884030503494
"08123",51,39.1339443882699
"08124",82,74.7424960906177
"08125",57,52.2376303564154
"08126",18,15.4369019593801
"08127",7,6.49185026189312
"08128",4,1.66258006126875
"08129",0,0.811966791324986
"08130",0,0.317946165079576
"08131",2,2.10637260626166
"08132",0,1.39269273434862
"08133",0,0.696468719262397
"08134",6,2.4359144840532
"08135",5,15.074379763222
"08136",24,22.040142820155
"08137",0,0.842058351282111
"08138",11,10.4158118922882
"08139",0,0.490227355288553
"08140",8,12.241148005064
"08141",13,13.8893416445425
"08142",0,0.510855008753418
"08143",6,5.63045796441603
"08144",3,2.53987016932387
"08145",5,5.58258050706664
"08146",2,2.88323183812223
"08147",42,36.4401277036274
"08148",4,3.96893533195793
"08149",3,3.35807977864366
"08150",0,0.654970726915137
"08151",3,1.75948975008315
"08152",0,0.468922330724288
"08153",0,1.07183532137708
"08154",1,1.6585823752717
"08155",18,11.0269878209011
"08156",20,21.0518140759918
"08157",12,15.3193237034205
"08158",7,6.73341460588232
"08159",20,25.2837283982665
"08160",2,1.15080749797153
"08161",22,25.0928429726757
"08162",4,3.6774313236932
"08163",42,46.793806977965
"08164",1,2.394661881472
"08165",2,4.33324775834728
"08166",4,4.36258359724678
"08167",7,7.45911377138619
"08168",2,1.21236522161304
"08169",112,105.627851429155
"08170",0,1.34917435989968
"08171",11,6.85056172061934
"08172",42,46.2008919408757
"08174",1,0.74130235814204
"08175",5,12.1712499661853
"08176",0,0.615025808358269
"08177",0,0.236298773559502
"08178",1,1.24568737072011
"08179",0,1.25554231189155
"08180",65,50.5605011921608
"08181",16,15.0440566584025
"08182",11,6.17308874377851
"08183",10,11.751804708636
"08184",97,104.465112878294
"08185",1,0.622658501974981
"08187",389,371.176124952737
"08188",1,0.394851385425266
"08189",0,0.604814010344255
"08190",1,0.953094209382999
"08191",20,18.0663100031652
"08192",14,12.4797435100816
"08193",4,2.26137876109069
"08194",58,57.7032170258238
"08195",0,0.264595191900947
"08196",40,32.3571301853317
"08197",22,16.1156122737801
"08198",20,8.73780145164604
"08199",2,1.80999501589699
"08200",161,137.049672502926
"08201",3,1.5650348741861
"08202",38,29.9158460638251
"08203",2,4.46235392370362
"08204",3,5.10495099904475
"08205",124,105.266607378403
"08206",0,2.0894169297023
"08207",4,3.4651883096654
"08208",13,10.8472148484399
"08209",11,14.3830190554264
"08210",9,10.1252697803782
"08211",57,68.1137443760955
"08212",3,1.60397877102391
"08213",11,12.0986529174733
"08214",18,16.8259548523427
"08215",9,7.38683772656284
"08216",0,0.0783107879944407
